kenteken,datum_tenaamstelling,merk,voertuigsoort,eerste_kleur,brandstof_omschrijving
22TBD3,2012-01-07,HYUNDAI,Personenauto,ZWART,Benzine
JY87KP,2012-01-06,MINI,Personenauto,WIT,Benzine
49FKJ9,2012-01-04,PUCH,Bromfiets,N.v.t.,Benzine
76TDZ4,2012-01-06,VOLKSWAGEN,Personenauto,GRIJS,Benzine
39SZL8,2012-01-02,VOLKSWAGEN,Personenauto,BLAUW,Benzine
37SBGT,2012-01-10,HYUNDAI,Personenauto,GRIJS,Benzine
4VSJ31,2012-01-03,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
FZ788G,2012-01-09,SYM,Bromfiets,N.v.t.,Benzine
67TDG7,2012-01-11,SEAT,Personenauto,GRIJS,Benzine
87TGKF,2012-01-10,VOLVO,Personenauto,BLAUW,Benzine
09SXR4,2012-01-05,CITROEN,Personenauto,ZWART,Diesel
15KTT6,2012-01-07,OPEL,Personenauto,GRIJS,Benzine
90SZN9,2012-01-04,FIAT,Personenauto,BLAUW,Benzine
98HPN1,2012-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
65JKX7,2012-01-06,CITROEN,Personenauto,GRIJS,Benzine
01XJFG,2012-01-06,FORD,Personenauto,ROOD,Benzine
09SZX2,2012-01-06,SUZUKI,Personenauto,WIT,Benzine
10TDH3,2012-01-05,SUZUKI,Personenauto,BRUIN,Benzine
26TBN3,2012-01-06,OPEL,Personenauto,GRIJS,Benzine
ML93DV,2012-01-02,YAMAHA,Motorfiets,N.v.t.,Benzine
F674GL,2012-01-06,AGM,Bromfiets,N.v.t.,Benzine
24TNSJ,2012-01-02,OPEL,Personenauto,BLAUW,Benzine
38SXP3,2012-01-05,FIAT,Personenauto,WIT,Diesel
55SXJ9,2012-01-04,NISSAN,Personenauto,GRIJS,Benzine
54JRKH,2012-01-04,LANCIA,Personenauto,GRIJS,Benzine
55SXG8,2012-01-06,PEUGEOT,Personenauto,BLAUW,Benzine
43JSV4,2012-01-04,MITSUBISHI,Personenauto,ZWART,Benzine
37TSZF,2012-01-05,VOLVO,Personenauto,GRIJS,Diesel
62SXR9,2012-01-06,FORD,Personenauto,WIT,Benzine
53TBP7,2012-01-10,VOLKSWAGEN,Personenauto,GRIJS,Benzine
35LKV1,2012-01-06,PEUGEOT,Personenauto,ROOD,Benzine
MK74VX,2012-01-05,HARLEY DAVIDSON,Motorfiets,N.v.t.,Benzine
70RPL9,2012-01-03,PEUGEOT,Personenauto,ZWART,Benzine
13JZX3,2012-01-09,BMW,Personenauto,BEIGE,Benzine
55RJN7,2012-01-11,FORD,Personenauto,BLAUW,Benzine
99SXL3,2012-01-03,FORD,Personenauto,ZWART,Benzine
MZ38HV,2012-01-07,KAWASAKI,Motorfiets,N.v.t.,Benzine
49XRGP,2012-01-05,DAIHATSU,Personenauto,BLAUW,Benzine
92TBN7,2012-01-04,VOLKSWAGEN,Personenauto,BRUIN,Benzine
71SZZ4,2012-01-06,CHEVROLET,Personenauto,GRIJS,Benzine/LPG
43VJN1,2012-01-10,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
47SZV8,2012-01-04,SUZUKI,Personenauto,WIT,Benzine
37SRG4,2012-01-06,VOLKSWAGEN,Personenauto,WIT,Benzine
14JTT5,2012-01-06,CITROEN,Personenauto,ZWART,Benzine
53SXX5,2012-01-04,SKODA,Personenauto,GRIJS,Diesel
51SXH5,2012-01-10,TOYOTA,Personenauto,GRIJS,Benzine
60SZZ1,2012-01-03,OPEL,Personenauto,GRIJS,Benzine
71TDH7,2012-01-11,PEUGEOT,Personenauto,WIT,Benzine
32SRLN,2012-01-03,SKODA,Personenauto,BLAUW,Benzine
29TDS5,2012-01-05,SKODA,Personenauto,GRIJS,Benzine
04SZD3,2012-01-02,CITROEN,Personenauto,GRIJS,Benzine
MXGX98,2012-01-06,SUZUKI,Motorfiets,N.v.t.,Benzine
98SXN3,2012-01-10,KIA,Personenauto,WIT,Benzine
68TBR2,2012-01-05,VOLKSWAGEN,Personenauto,GRIJS,Benzine
91SZL6,2012-01-07,VOLKSWAGEN,Personenauto,BLAUW,Benzine
99SKG3,2012-01-02,KIA,Personenauto,WIT,Benzine
21STZ7,2012-01-02,SUBARU,Personenauto,BLAUW,Benzine
XU6563,2012-01-10,YAMAHA,Motorfiets,N.v.t.,Benzine
6VSN19,2012-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
59VHVZ,2012-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
25DSDN,2012-01-06,TOYOTA,Personenauto,GEEL,Benzine
9VSP88,2012-01-04,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
81SVX4,2012-01-05,SEAT,Personenauto,ZWART,Benzine
76SZD3,2012-01-07,PEUGEOT,Personenauto,ZWART,Benzine
49SZP7,2012-01-06,RENAULT,Personenauto,ROOD,Diesel
55PVN7,2012-01-06,HONDA,Personenauto,GRIJS,Benzine
19SZF9,2012-01-05,HYUNDAI,Personenauto,GRIJS,Benzine
4VSX81,2012-01-10,IVECO,Bedrijfsauto,N.v.t.,Diesel
09SZD2,2012-01-05,CITROEN,Personenauto,GRIJS,Benzine
65SZB5,2012-01-05,RENAULT,Personenauto,GEEL,Benzine
65TFJ1,2012-01-09,FORD,Personenauto,ZWART,Benzine
MLZT22,2012-01-03,BUELL,Motorfiets,N.v.t.,Benzine
42ZPRT,2012-01-04,AUDI,Personenauto,BLAUW,Diesel
56SZF4,2012-01-07,SUZUKI,Personenauto,WIT,Benzine
43TFH7,2012-01-11,VOLVO,Personenauto,GRIJS,Benzine
84XXTK,2012-01-07,FORD,Personenauto,ORANJE,Benzine
10HLT9,2012-01-10,PEUGEOT,Personenauto,GRIJS,Benzine
46SVT8,2012-01-07,SKODA,Personenauto,BLAUW,Benzine
48JZG4,2012-01-06,PEUGEOT,Personenauto,GRIJS,Benzine
48SZB7,2012-01-02,RENAULT,Personenauto,GRIJS,Benzine
38SXR2,2012-01-10,RENAULT,Personenauto,ZWART,Benzine
93SZZ1,2012-01-02,OPEL,Personenauto,BLAUW,Benzine
98SZX1,2012-01-06,SUZUKI,Personenauto,WIT,Benzine
76HJT4,2012-01-10,AUDI,Personenauto,ZWART,Benzine
71SXD6,2012-01-02,SEAT,Personenauto,GRIJS,Diesel
HLHR43,2012-01-06,SUBARU,Personenauto,GROEN,Benzine
SN40YZ,2012-01-09,FORD,Personenauto,ROOD,Benzine
17XF55,2012-01-04,OPEL,Personenauto,WIT,Benzine
9VSN18,2012-01-05,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
90DTRV,2012-01-05,SUBARU,Personenauto,GRIJS,Benzine
37SZK2,2012-01-06,OPEL,Personenauto,BRUIN,Benzine
82SXF2,2012-01-04,KIA,Personenauto,ZWART,Benzine
12GGF7,2012-01-06,TOYOTA,Personenauto,ZWART,Benzine
82HLH1,2012-01-06,SEAT,Personenauto,ZWART,Benzine
MY28VL,2012-01-07,YAMAHA,Motorfiets,N.v.t.,Benzine
F778BL,2012-01-06,YAMAHA,Bromfiets,N.v.t.,Benzine
76TBB7,2012-01-09,HYUNDAI,Personenauto,BRUIN,Benzine
32RNVR,2012-01-10,BENTLEY,Personenauto,ZWART,Benzine
52BXGZ,2012-01-09,FIAT,Bedrijfsauto,N.v.t.,Diesel
09SZJ4,2012-01-05,TOYOTA,Personenauto,GRIJS,Benzine
54TVBB,2012-01-03,PEUGEOT,Personenauto,ROOD,Benzine
5VSR75,2012-01-06,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
68LJG6,2013-01-03,PEUGEOT,Personenauto,WIT,Benzine
DP082D,2013-01-05,PEUGEOT,Bromfiets,N.v.t.,Benzine
57ZGL4,2013-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
79ZLL4,2013-01-08,RENAULT,Personenauto,ZWART,Benzine
27BBL5,2013-01-09,DAF,Bedrijfsauto,N.v.t.,Diesel
81XNR4,2013-01-10,CHEVROLET,Personenauto,ZWART,Benzine/LPG
DZ944S,2013-01-05,STINGER,Bromfiets,N.v.t.,Benzine
F288LV,2013-01-04,HONDA,Bromfiets,N.v.t.,Benzine
26ZPK2,2013-01-02,VOLKSWAGEN,Personenauto,BLAUW,Benzine
65ZKX6,2013-01-07,BMW,Personenauto,BRUIN,Benzine
71ZLV2,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
23JLRR,2013-01-02,TOYOTA,Personenauto,GRIJS,Benzine
99TLRZ,2013-01-03,KIA,Personenauto,ORANJE,Benzine
89TVNJ,2013-01-09,MITSUBISHI,Personenauto,GRIJS,Benzine
F458KP,2013-01-09,VOM,Bromfiets,N.v.t.,Benzine
18ZNV6,2013-01-04,RENAULT,Personenauto,WIT,Benzine
25ZPK3,2013-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
TH2060,2013-01-07,D.K.W.,Motorfiets,N.v.t.,Benzine
NNJL86,2013-01-02,VOLVO,Personenauto,GRIJS,Benzine
27ZLJ8,2013-01-03,AUDI,Personenauto,ZWART,Benzine
70RVHH,2013-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
10XDKV,2013-01-02,TOYOTA,Personenauto,GRIJS,Benzine
83ZPN7,2013-01-04,VOLKSWAGEN,Personenauto,ROOD,Benzine
6780BB,2013-01-04,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
03ZKR9,2013-01-04,SKODA,Personenauto,GROEN,Benzine
05ZLD6,2013-01-04,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
26ZFHF,2013-01-05,VOLKSWAGEN,Personenauto,BLAUW,Benzine
11ZLX9,2013-01-03,RENAULT,Personenauto,WIT,Benzine
32ZLS5,2013-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
75ZPT9,2013-01-10,PEUGEOT,Personenauto,GRIJS,Benzine
76LPT6,2013-01-07,VOLVO,Personenauto,GRIJS,Benzine
01ZLZ5,2013-01-10,CITROEN,Personenauto,ZWART,Benzine
ZM5820,2013-01-09,MZ,Motorfiets,N.v.t.,Benzine
24HKT7,2013-01-04,OPEL,Personenauto,ZWART,Benzine
17ZNR5,2013-01-07,SUZUKI,Personenauto,WIT,Benzine
VB658B,2013-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
66ZPL4,2013-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
36LLT4,2013-01-07,TOYOTA,Personenauto,WIT,Benzine
MDVF62,2013-01-02,SUZUKI,Motorfiets,N.v.t.,Benzine
DH1800,2013-01-08,TRIUMPH,Personenauto,ROOD,Benzine
97MBXL,2013-01-05,HONDA,Motorfiets,N.v.t.,Benzine
27ZKP4,2013-01-04,OPEL,Personenauto,GRIJS,Benzine
4VXZ31,2013-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
MVJR99,2013-01-04,BMW,Motorfiets,N.v.t.,Benzine
53XLDH,2013-01-08,VOLKSWAGEN,Personenauto,GRIJS,Diesel
36EU15,2013-01-02,BMW,Personenauto,BLAUW,Benzine
34KBR4,2013-01-10,RENAULT,Personenauto,ZWART,Benzine
DM9828,2013-01-02,OPEL,Personenauto,GROEN,Benzine/LPG
49ZKB3,2013-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
58LLPG,2013-01-05,PEUGEOT,Personenauto,GRIJS,Benzine
07TRV9,2013-01-10,PEUGEOT,Personenauto,ZWART,Benzine
00ZLX9,2013-01-04,RENAULT,Personenauto,WIT,Benzine
00HFB8,2013-01-10,OPEL,Personenauto,GRIJS,Benzine
MG59PX,2013-01-04,HONDA,Motorfiets,N.v.t.,Benzine
76XRZF,2013-01-05,VOLKSWAGEN,Personenauto,ZWART,Benzine
80FVT6,2013-01-05,SOLEX,Bromfiets,N.v.t.,Benzine
49SRVL,2013-01-09,CITROEN,Personenauto,BLAUW,Benzine
MVGB46,2013-01-05,YAMAHA,Motorfiets,N.v.t.,Benzine
23ZPR8,2013-01-04,FIAT,Personenauto,ZWART,Benzine
57ZRX3,2013-01-09,MERCEDES-BENZ,Personenauto,WIT,Diesel
50XTGN,2013-01-02,BMW,Personenauto,GRIJS,Benzine
99ZNT7,2013-01-08,RENAULT,Personenauto,WIT,Benzine
14ZKT1,2013-01-08,KIA,Personenauto,ROOD,Benzine/LPG
70PRH2,2013-01-03,SUZUKI,Personenauto,WIT,Benzine
88ZNH3,2013-01-09,KIA,Personenauto,ZWART,Benzine
61XTBX,2013-01-03,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
D025VR,2013-01-09,TOMOS,Bromfiets,N.v.t.,Benzine
43ZRL9,2013-01-05,MERCEDES-BENZ,Personenauto,GRIJS,Diesel
72ZRGR,2013-01-10,PEUGEOT,Personenauto,ZWART,Benzine/LPG
71TBHL,2013-01-09,NISSAN,Personenauto,GRIJS,Benzine
90PDR6,2013-01-04,FIAT,Personenauto,ROSE,Benzine
FB737J,2013-01-02,PUCH,Bromfiets,N.v.t.,Benzine
FJ069J,2013-01-04,GEELY,Bromfiets,N.v.t.,Benzine
38SNV8,2013-01-07,OPEL,Personenauto,BLAUW,Benzine
46ZBV8,2013-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
MXXP11,2013-01-05,TRIUMPH,Motorfiets,N.v.t.,Benzine
07ZNJ9,2013-01-03,SEAT,Personenauto,BLAUW,Benzine
F137LT,2013-01-09,HONDA,Bromfiets,N.v.t.,Benzine
19ZGS3,2013-01-02,RENAULT,Personenauto,ROOD,Benzine
YP30DB,2013-01-10,TOYOTA,Personenauto,GRIJS,Benzine
F370HK,2013-01-08,SYM,Bromfiets,N.v.t.,Benzine
93PVPZ,2013-01-05,MERCEDES-BENZ,Personenauto,ZWART,Diesel
69ZKZ9,2013-01-04,RENAULT,Personenauto,BLAUW,Benzine
57ZRN7,2013-01-07,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
90ZLX4,2013-01-02,ALFA ROMEO,Personenauto,WIT,Benzine
13HHX1,2013-01-04,FIAT,Personenauto,PAARS,Benzine
81ZLV3,2013-01-07,SKODA,Personenauto,GRIJS,Benzine
99ZNL3,2013-01-03,CITROEN,Personenauto,BRUIN,Benzine
15ZLN1,2013-01-09,PEUGEOT,Personenauto,ZWART,Benzine
67TPF2,2013-01-04,KIA,Personenauto,ZWART,Benzine
2614XG,2013-01-04,RANGER,Personenauto,BLAUW,Benzine
72ZLZ5,2013-01-03,PEUGEOT,Personenauto,ZWART,Benzine
80RJL9,2013-01-04,PEUGEOT,Personenauto,GRIJS,Benzine
33ZLK6,2013-01-10,SKODA,Personenauto,ZWART,Benzine
29TPH6,2013-01-04,OPEL,Personenauto,GRIJS,Benzine
9VDH14,2013-01-07,CITROEN,Bedrijfsauto,N.v.t.,Diesel
12NFD8,2013-01-02,OPEL,Personenauto,BRUIN,Benzine
MHBD67,2013-01-04,SUZUKI,Motorfiets,N.v.t.,Benzine
45ZNP1,2013-01-04,KIA,Personenauto,WIT,Benzine
19STJB,2013-01-08,SUZUKI,Personenauto,GRIJS,Benzine
D052HS,2013-01-03,PIAGGIO,Bromfiets,N.v.t.,Benzine
54DZN4,2013-01-07,PUCH,Bromfiets,N.v.t.,Benzine
67ZPR1,2013-01-04,KIA,Personenauto,GRIJS,Benzine
02JZZ1,2013-01-02,OPEL,Personenauto,WIT,Benzine
49ZRR1,2013-01-09,TOYOTA,Personenauto,WIT,Benzine/Elektriciteit
JK14BT,2013-01-09,FORD,Personenauto,WIT,Benzine
93ZLV2,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
44ZLK7,2013-01-03,SEAT,Personenauto,ZWART,Diesel
00TJG5,2013-01-04,SKODA,Personenauto,BEIGE,Benzine
85ZLR8,2013-01-09,MAZDA,Personenauto,ROOD,Benzine
61XDZ7,2013-01-04,LANCIA,Personenauto,ZWART,Benzine
85PZNF,2013-01-10,HONDA,Personenauto,GRIJS,Benzine
MSLT01,2013-01-05,BMW,Motorfiets,N.v.t.,Benzine
68RZJN,2013-01-07,VOLVO,Personenauto,GRIJS,Benzine
68STNR,2013-01-04,TOYOTA,Personenauto,GROEN,Benzine/Elektriciteit
STBZ90,2013-01-02,IVECO,Personenauto,WIT,Diesel
66RDF1,2013-01-03,PEUGEOT,Personenauto,BLAUW,Benzine
47XNDH,2013-01-07,OPEL,Personenauto,BLAUW,Benzine
04FZTT,2013-01-08,TOYOTA,Personenauto,BLAUW,Benzine
22ZPBF,2013-01-08,OPEL,Personenauto,GRIJS,Benzine
04ZLS1,2013-01-03,KIA,Personenauto,ZWART,Benzine
59RJZG,2013-01-04,SUZUKI,Personenauto,GRIJS,Benzine
JNTB61,2013-01-07,OPEL,Personenauto,ZWART,Benzine
VB308H,2013-01-07,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
29DVK6,2013-01-04,HONDA,Bromfiets,N.v.t.,Benzine
34ZND6,2013-01-02,FORD,Personenauto,BRUIN,Benzine
58ZJT6,2013-01-04,MINI,Personenauto,WIT,Benzine
57NBHD,2013-01-03,DAEWOO,Personenauto,BLAUW,Benzine
23ZPB7,2013-01-07,HONDA,Personenauto,BRUIN,Benzine
NR82KY,2013-01-05,OPEL,Personenauto,BLAUW,Benzine
VB441H,2013-01-09,CITROEN,Bedrijfsauto,N.v.t.,Diesel
NLFF95,2013-01-07,HONDA,Personenauto,GROEN,Benzine
33ZNH1,2013-01-03,MITSUBISHI,Personenauto,BLAUW,Benzine
MZXX33,2013-01-10,SUZUKI,Motorfiets,N.v.t.,Benzine
25ZLB9,2013-01-10,MINI,Personenauto,ROOD,Benzine
78LRG2,2013-01-02,OPEL,Personenauto,WIT,Benzine
04ZLR8,2013-01-04,OPEL,Personenauto,GRIJS,Benzine
36BBL3,2013-01-04,VOLVO,Bedrijfsauto,N.v.t.,Diesel
41ZNZ9,2013-01-09,AUDI,Personenauto,GRIJS,Benzine
46ZBV8,2013-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
68ZLS6,2013-01-03,SEAT,Personenauto,ROOD,Benzine
80RHPD,2013-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
FV406P,2013-01-08,DERBI,Bromfiets,N.v.t.,Benzine
49ZKPH,2013-01-10,NISSAN,Personenauto,ROOD,Benzine
28ZDF4,2013-01-04,VOLKSWAGEN,Personenauto,BRUIN,Benzine
46GLS8,2013-01-04,FORD,Personenauto,GRIJS,Benzine
3VBS94,2013-01-03,IVECO,Bedrijfsauto,N.v.t.,Diesel
65ZPF4,2013-01-09,PEUGEOT,Personenauto,WIT,Benzine
45JTH9,2013-01-05,PEUGEOT,Personenauto,GRIJS,Benzine
02ZJR7,2013-01-04,RENAULT,Personenauto,BLAUW,Benzine
84ZPP3,2013-01-09,SEAT,Personenauto,BLAUW,Benzine
28ZRSR,2013-01-07,PEUGEOT,Personenauto,ROOD,Benzine
23NRJK,2013-01-08,SUBARU,Personenauto,GRIJS,Benzine
61DJL9,2013-01-05,SPARTA,Bromfiets,N.v.t.,Benzine
15ZNG8,2013-01-05,TOYOTA,Personenauto,BLAUW,Benzine/Elektriciteit
93BZZD,2013-01-04,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
60ZHV2,2013-01-03,FORD,Personenauto,ZWART,Benzine
AM7856,2013-01-05,RENAULT,Personenauto,ROOD,Benzine
93ZKB3,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
PV94NV,2013-01-10,BMW,Personenauto,GRIJS,Benzine
67XNG9,2013-01-04,FIAT,Personenauto,GRIJS,Benzine
76ZLD5,2013-01-02,TOYOTA,Personenauto,GRIJS,Benzine/Elektriciteit
76ZGJ7,2013-01-07,PEUGEOT,Personenauto,WIT,Benzine
07ZRH4,2013-01-07,TOYOTA,Personenauto,GRIJS,Benzine
MY46GV,2013-01-07,BMW,Motorfiets,N.v.t.,Benzine
89ZNH4,2013-01-09,KIA,Personenauto,GRIJS,Benzine
MDGD74,2013-01-04,EIGENBOUW,Motorfiets,N.v.t.,Benzine
80BBL1,2013-01-04,MAN,Bedrijfsauto,N.v.t.,Diesel
36PVJ7,2013-01-10,FORD,Personenauto,WIT,Benzine
MBHN24,2013-01-04,YAMAHA,Motorfiets,N.v.t.,Benzine
52TDH7,2013-01-09,PEUGEOT,Personenauto,WIT,Benzine
63ZNS8,2013-01-04,TOYOTA,Personenauto,GRIJS,Benzine
87JTB8,2013-01-04,OPEL,Personenauto,GRIJS,Benzine
50ZLP4,2013-01-03,FORD,Personenauto,ROOD,Benzine
61RFS5,2013-01-10,HYUNDAI,Personenauto,ZWART,Benzine
77SXNX,2013-01-02,FIAT,Personenauto,GRIJS,Benzine
98XRD7,2013-01-07,SKODA,Personenauto,BLAUW,Benzine
19ZPB3,2013-01-04,SKODA,Personenauto,ROOD,Benzine
36XXH2,2013-01-05,VOLKSWAGEN,Personenauto,ZWART,Benzine
22ZNP3,2013-01-09,KIA,Personenauto,GRIJS,Benzine
67PBN9,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
RXXP92,2013-01-09,FORD,Personenauto,GROEN,Benzine
29ZNHF,2013-01-03,FORD,Personenauto,GRIJS,Benzine
96ZRS9,2013-01-07,AUDI,Personenauto,ZWART,Benzine
43ZNF5,2013-01-09,HYUNDAI,Personenauto,BLAUW,Benzine
34FTB2,2013-01-02,TGB,Bromfiets,N.v.t.,Benzine
RTFP39,2013-01-05,FORD,Personenauto,BLAUW,Benzine
15LJT7,2013-01-03,TOYOTA,Personenauto,ZWART,Benzine
48ZPF4,2013-01-09,PEUGEOT,Personenauto,ZWART,Benzine
68ZLR5,2013-01-04,TOYOTA,Personenauto,GRIJS,Benzine
66ZPP6,2013-01-10,KIA,Personenauto,ZWART,Benzine
BPVN46,2013-01-07,DAF,Bedrijfsauto,N.v.t.,Diesel
MVJR99,2013-01-04,BMW,Motorfiets,N.v.t.,Benzine
31GPS1,2013-01-10,SEAT,Personenauto,ZWART,Benzine
MX14DV,2013-01-10,DUCATI,Motorfiets,N.v.t.,Benzine
31ZPT8,2013-01-04,PEUGEOT,Personenauto,GRIJS,Benzine
77JSH7,2013-01-05,AUDI,Personenauto,GRIJS,Benzine
TY55NT,2013-01-04,MINI,Personenauto,BLAUW,Benzine
74XDV8,2013-01-02,LEXUS,Personenauto,ZWART,Benzine/Elektriciteit
MTFF69,2013-01-10,KAWASAKI,Motorfiets,N.v.t.,Benzine
34DKK4,2013-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
44HXJK,2013-01-08,TOYOTA,Personenauto,BLAUW,Benzine
68ZPK3,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
24XHT6,2013-01-04,FORD,Personenauto,GRIJS,Benzine
2VSL63,2013-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
03ZNB1,2013-01-09,PEUGEOT,Personenauto,WIT,Benzine
92ZNG4,2013-01-04,SUZUKI,Personenauto,BLAUW,Benzine
06ZLJ1,2013-01-09,FORD,Personenauto,BLAUW,Benzine
41GTFH,2013-01-05,ROVER,Personenauto,GROEN,Benzine
23ZNG3,2013-01-02,SUZUKI,Personenauto,BLAUW,Benzine
39JZS4,2013-01-08,FIAT,Personenauto,GRIJS,Benzine
99ZKK2,2013-01-07,VOLKSWAGEN,Personenauto,BRUIN,Benzine
31ZJX9,2013-01-09,SEAT,Personenauto,GEEL,Benzine
52ZPB7,2013-01-07,FIAT,Personenauto,WIT,Benzine
51ZLL8,2013-01-04,CITROEN,Personenauto,ZWART,Benzine
65HDR3,2013-01-03,AUDI,Personenauto,GRIJS,Diesel
24SJHX,2013-01-04,SUZUKI,Personenauto,GRIJS,Benzine
45JXG2,2013-01-05,ALFA ROMEO,Personenauto,GRIJS,Benzine
DL2921,2013-01-02,DAF,Personenauto,GROEN,Benzine/LPG
12XVX3,2013-01-04,KIA,Personenauto,GRIJS,Benzine
36NVNB,2013-01-03,SUZUKI,Personenauto,GRIJS,Benzine
62ZNS5,2013-01-05,TOYOTA,Personenauto,ROOD,Benzine
27ZLS7,2013-01-04,VOLKSWAGEN,Personenauto,BLAUW,Benzine
FD588G,2013-01-05,KREIDLER,Bromfiets,N.v.t.,Benzine
17ZKX1,2013-01-07,PEUGEOT,Personenauto,ZWART,Benzine
26BRDH,2013-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
04ZLR4,2013-01-03,HYUNDAI,Personenauto,BLAUW,Benzine
55ZRD6,2013-01-04,VOLKSWAGEN,Personenauto,BLAUW,Benzine
52GTZS,2013-01-02,TOYOTA,Personenauto,BLAUW,Benzine
23ZKZ3,2013-01-07,VOLKSWAGEN,Personenauto,GRIJS,Benzine
8VZN57,2013-01-04,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
92GBP3,2013-01-07,FIAT,Personenauto,GRIJS,Benzine
44ZPJ2,2013-01-10,HYUNDAI,Personenauto,ZWART,Benzine
8VSB31,2013-01-04,FORD,Bedrijfsauto,N.v.t.,Diesel
52KXD9,2013-01-04,OPEL,Personenauto,GROEN,Benzine
83ZPP6,2013-01-05,KIA,Personenauto,GRIJS,Benzine
63TZGT,2013-01-07,SKODA,Personenauto,BLAUW,Benzine
62ZNH5,2013-01-03,KIA,Personenauto,GRIJS,Benzine
MR98YH,2013-01-04,YAMAHA,Motorfiets,N.v.t.,Benzine
VB484H,2013-01-08,FIAT,Bedrijfsauto,N.v.t.,Diesel
01ZLV5,2013-01-09,SKODA,Personenauto,BEIGE,Benzine
ZR7876,2013-01-08,BSA,Motorfiets,N.v.t.,Benzine
XPXG67,2013-01-09,TOYOTA,Personenauto,ZWART,Benzine
26ZLP9,2013-01-03,SUZUKI,Personenauto,ZWART,Benzine
VB028F,2013-01-03,NISSAN,Bedrijfsauto,N.v.t.,Diesel
76ZKT9,2013-01-02,PEUGEOT,Personenauto,ZWART,Benzine
08ZPB5,2013-01-08,SEAT,Personenauto,ROOD,Benzine
4VGJ45,2013-01-08,OPEL,Bedrijfsauto,N.v.t.,Diesel
VB518D,2013-01-09,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
63ZJN2,2013-01-05,FIAT,Personenauto,WIT,Benzine
88FLG8,2013-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
54VHLS,2013-01-10,MITSUBISHI,Bedrijfsauto,N.v.t.,Diesel
D977SR,2013-01-04,FOSTI,Bromfiets,N.v.t.,Benzine
50MBXX,2013-01-02,PIAGGIO,Motorfiets,N.v.t.,Benzine
DR796K,2013-01-04,PUCH,Bromfiets,N.v.t.,Benzine
65ZLF5,2013-01-04,VOLKSWAGEN,Personenauto,ZWART,Diesel
MPTP98,2013-01-07,DUCATI,Motorfiets,N.v.t.,Benzine
69TBJX,2013-01-04,AUDI,Personenauto,GRIJS,Diesel
49TPRB,2013-01-04,TOYOTA,Personenauto,GRIJS,Benzine
72ZPF4,2013-01-07,PEUGEOT,Personenauto,ZWART,Benzine
91DZRR,2013-01-03,OPEL,Personenauto,GRIJS,Benzine
73ZLT6,2013-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
LZBT15,2013-01-04,CITROEN,Personenauto,PAARS,Benzine
94XLH4,2013-01-05,FORD,Personenauto,BRUIN,Benzine
50SNTJ,2013-01-07,VOLKSWAGEN,Personenauto,ZWART,Benzine
36ZNT4,2013-01-04,OPEL,Personenauto,GRIJS,Benzine
75ZDD9,2013-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
66ZJS7,2013-01-04,KIA,Personenauto,WIT,Benzine
63ZNG9,2013-01-10,TOYOTA,Personenauto,WIT,Benzine/Elektriciteit
10XBVN,2013-01-07,VOLKSWAGEN,Personenauto,GRIJS,Benzine
